"5797240.20","AMERICAN INDIAN OR ALASKAN NATIVE"
"46511864.61","ASIAN OR PACIFIC ISLANDER"
"1073564030.80","BLACK"
"424663.95","BLACK (NON-HISPANIC)"
"5092165606.00","CAUCASIAN"
"263631784.40","HISPANIC"
"93250583.32","NOT AVAILABLE"
"142182.58","NOT PROVIDED"
"6075344.18","WHITE (NON-HISPANIC)"
