"9532628.07","AMERICAN INDIAN OR ALASKAN NATIVE"
"84431967.29","ASIAN OR PACIFIC ISLANDER"
"790334766.40","BLACK"
"282991.37","BLACK (NON-HISPANIC)"
"6763407556.00","CAUCASIAN"
"387497407.30","HISPANIC"
"146116654.28","NOT AVAILABLE"
"1603817.39","NOT PROVIDED"
"519560.89","OTHER RACE OR ETHNICITY"
"13966827.37","WHITE (NON-HISPANIC)"
