"5237827.38","AMERICAN INDIAN OR ALASKAN NATIVE"
"36283683.73","ASIAN OR PACIFIC ISLANDER"
"988072139.60","BLACK"
"131574.29","BLACK (NON-HISPANIC)"
"4901766829.00","CAUCASIAN"
"244432123.60","HISPANIC"
"88893597.27","NOT AVAILABLE"
"272206.89","NOT PROVIDED"
"5318598.29","WHITE (NON-HISPANIC)"
