"7636448.59","AMERICAN INDIAN OR ALASKAN NATIVE"
"65234748.38","ASIAN OR PACIFIC ISLANDER"
"697763845.10","BLACK"
"326533.24","BLACK (NON-HISPANIC)"
"5950574842.00","CAUCASIAN"
"333593078.60","HISPANIC"
"118893471.15","NOT AVAILABLE"
"5296418.57","NOT PROVIDED"
"417388.53","OTHER RACE OR ETHNICITY"
"11927260.53","WHITE (NON-HISPANIC)"
