"6634108.67","AMERICAN INDIAN OR ALASKAN NATIVE"
"53507864.13","ASIAN OR PACIFIC ISLANDER"
"1197549383.30","BLACK"
"189328.72","BLACK (NON-HISPANIC)"
"5483475599.00","CAUCASIAN"
"298605212.20","HISPANIC"
"103075644.05","NOT AVAILABLE"
"113699.46","NOT PROVIDED"
"8844177.82","WHITE (NON-HISPANIC)"
